type	id_in_tp	id_in_bigg	descripation	old_bigg_ids	feature_tp	feature_bigg	notes
rea	ATPM	ATPM	id in bigg(bounds different)		(8.43, 1000.0)	(0.0, 1000.0)	
rea	ATPS3r	ATPS3r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	BZALt	BZALt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CITt2r	CITt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CO2t	CO2t	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CYTK1	CYTK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CYTK2	CYTK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DAPE	DAPE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHAt	DHAt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHFR	DHFR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHORD6	DHORD6	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHORTS	DHORTS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DIACTt	DIACTt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DTMPK	DTMPK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DURIPP	DURIPP	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	D_LACt2	D_LACt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ENO	ENO	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ETOHt	ETOHt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	F6PA	F6PA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FABM1	FABM1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FABM2	FABM2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FBA	FBA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FOLt	FOLt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FORt2	FORt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FRDx	FRDx	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FUCt	FUCt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FUM	FUM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G5SADs	G5SADs	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G6PDH2r	G6PDH2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GALM	GALM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GALT	GALT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GAPD	GAPD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GARFT	GARFT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GHMT2r	GHMT2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GK1	GK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GK2	GK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLUDy	GLUDy	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLUR	GLUR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLYBt2r	GLYBt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLYCLTt2r	GLYCLTt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLYCt	GLYCt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLYt2r	GLYt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	H2Ot	H2Ot	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HCO3E	HCO3E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HMGCOAR	HMGCOAR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HMGCOAS	HMGCOAS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HSDy	HSDy	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HSERTA	HSERTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ILETA	ILETA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ILEt2r	ILEt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IMPC	IMPC	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	INSt2	INSt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IPDDI	IPDDI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LCTSt	LCTSt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LDH_D	LDH_D	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LDH_L	LDH_L	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LEUTA	LEUTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LEUt2r	LEUt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LYSt2r	LYSt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	L_LACt2r	L_LACt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LacR	LacR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	M1PD	M1PD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MALt2r	MALt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MAN6PI	MAN6PI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MDH	MDH	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	METt2r	METt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MTHFC	MTHFC	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MTHFD	MTHFD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK1	NDPK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK2	NDPK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK3	NDPK3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK4	NDPK4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK5	NDPK5	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK6	NDPK6	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK7	NDPK7	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK8	NDPK8	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK9	NDPK9	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	O2t	O2t	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ORPT	ORPT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PACALDt	PACALDt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PEAt	PEAt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PFL	PFL	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGAMT	PGAMT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGI	PGI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGK	PGK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGM	PGM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGMT	PGMT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PHETA1	PHETA1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PHEt2r	PHEt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PMANM	PMANM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PNTOt2	PNTOt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PPM2	PPM2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PRMICI	PRMICI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PROt2r	PROt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PRPPS	PRPPS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PSCVT	PSCVT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PTAr	PTAr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP1	PUNP1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP2	PUNP2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP3	PUNP3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP4	PUNP4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP5	PUNP5	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP6	PUNP6	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP7	PUNP7	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RBP4E	RBP4E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RMI	RMI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RMPA	RMPA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RPE	RPE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RPI	RPI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SBTPD	SBTPD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SDPTA	SDPTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SERAT	SERAT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SERt2r	SERt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SHK3Dr	SHK3Dr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SUCCt2r	SUCCt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TALA	TALA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TDPDRE	TDPDRE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	THFGLUS	THFGLUS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TKT1	TKT1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TKT2	TKT2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TPI	TPI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TRPTA	TRPTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TRPt2r	TRPt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TYRTA	TYRTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TYRt2r	TYRt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	UAG2E	UAG2E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	UDPG4E	UDPG4E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	VALTA	VALTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	VALt2r	VALt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	YUMPS	YUMPS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	2MPAt6	2MPAt6	id in bigg(mets different)		h_c + isobut_c <=> h_e + isobut_e	2mpa_c + h_c --> 2mpa_e + h_e	
rea	3MBAt6	3MBAt6	id in bigg(mets different)		h_c + isoval_c <=> h_e + isoval_e	3mba_c + h_c --> 3mba_e + h_e	
rea	3MOBDC	3MOBDC	id in bigg(mets different)		3mob_c + h_c --> 2mpal_c + co2_c	3mob_c + h_c --> 2mppal_c + co2_c	
rea	4MOPDC	4MOPDC	id in bigg(mets different)		4mop_c + h_c --> 3mbal_c + co2_c	4mop_c + h_c --> 3mbald_c + co2_c	
rea	ACGALpts	ACGALpts	id in bigg(mets different)		acgal_e + pep_c --> acgal6p_c + pyr_c	acgala_e + pep_c --> acgal6p_c + pyr_c	
rea	ACODA	ACODA	id in bigg(mets different)		acorn_c + h2o_c --> ac_c + orn__L_c	acorn_c + h2o_c --> ac_c + orn_c	
rea	AHMMPS	AHMMPS	id in bigg(mets different)		air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c	air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c	
rea	ALATRS	ALATRS	id in bigg(mets different)		ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c	ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c	
rea	APAT	APAT	id in bigg(mets different)		accoa_c + h2o_c + thdp_c <=> acamoxm_c + coa_c	atp_m + ppa_m --> ppad_m + ppi_m	
rea	ARGTRS	ARGTRS	id in bigg(mets different)		arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c	arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c	
rea	ASNTRS	ASNTRS	id in bigg(mets different)		asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + h_c + ppi_c	asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c	
rea	ASPTRS	ASPTRS	id in bigg(mets different)		asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + h_c + ppi_c	asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c	
rea	ASPt6	ASPt6	id in bigg(mets different)		asp__L_e + h_e <=> asp__L_c + h_c	asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c	
rea	BTDD_RR	BTDD_RR	id in bigg(mets different)		btd__RR_c + nad_c <=> actn__R_c + h_c + nadh_c	btd_RR_c + nad_c --> actn__R_c + h_c + nadh_c	
rea	CYSTRS	CYSTRS	id in bigg(mets different)		atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + h_c + ppi_c	atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c	
rea	DHNPA	DHNPA	id in bigg(mets different)		dhnpt_c --> 2ahhmp_c + gcald_c	dhnpt_c --> 2ahhmp_c + gcald_c + h_c	
rea	DHPS3	DHPS3	id in bigg(mets different)		2ahhmd_c + 4abz_c --> dhpt_c + ppi_c	6hmhptpp_c + Brfap_c --> dhrfap_c + ppi_c	
rea	DNMPPA	DNMPPA	id in bigg(mets different)		dhpmp_c + h2o_c --> dhnpt_c + h_c + pi_c	dhpmp_c + h2o_c --> dhnpt_c + pi_c	
rea	DNTPPA	DNTPPA	id in bigg(mets different)		ahdt_c + h2o_c --> dhpmp_c + ppi_c	ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c	
rea	FLVR	FLVR	id in bigg(mets different)		h_c + nadph_c + ribflv_c --> nadp_c + ribflvRD_c	h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c	
rea	FTHFCL	FTHFCL	id in bigg(mets different)		5fothf_c + atp_c --> adp_c + methf_c + pi_c	5fthf_c + atp_c --> adp_c + methf_c + pi_c	
rea	G3PD1	G3PD1	id in bigg(mets different)		glyc3p_c + nad_c <=> dhap_c + h_c + nadh_c	dhap_h + h_h + nadh_h --> glyc3p_h + nad_h	
rea	G3PO	G3PO	id in bigg(mets different)		glyc3p_c + o2_c --> dhap_c + h2o2_c	dhap_h + h2o2_h --> glyc3p_h + o2_h	
rea	G6PI	G6PI	id in bigg(mets different)		g6p_c <=> g6p__B_c	g6p_c --> g6p_B_c	
rea	GLUTRS	GLUTRS	id in bigg(mets different)		atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + h_c + ppi_c	atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c	
rea	GLYTRS	GLYTRS	id in bigg(mets different)		atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + h_c + ppi_c	atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c	
rea	GNK	GNK	id in bigg(mets different)		atp_c + glcn__D_c --> 6pgc_c + adp_c + h_c	atp_c + glcn_c --> 6pgc_c + adp_c + h_c	
rea	HISTRS	HISTRS	id in bigg(mets different)		atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c	atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c	
rea	HSTPT	HSTPT	id in bigg(mets different)		glu__L_c + imacp_c --> akg_c + h_c + hisp_c	glu__L_c + imacp_c --> akg_c + hisp_c	
rea	IG3PS	IG3PS	id in bigg(mets different)		gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + 2.0 h_c	gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c	
rea	IGPDH	IGPDH	id in bigg(mets different)		eig3p_c + h_c --> h2o_c + imacp_c	eig3p_c --> h2o_c + imacp_c	
rea	ILETRS	ILETRS	id in bigg(mets different)		atp_c + ile__L_c + trnaile_c --> amp_c + h_c + iletrna_c + ppi_c	atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c	
rea	LEUTRS	LEUTRS	id in bigg(mets different)		atp_c + leu__L_c + trnaleu_c --> amp_c + h_c + leutrna_c + ppi_c	atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c	
rea	LYSTRS	LYSTRS	id in bigg(mets different)		atp_c + lys__L_c + trnalys_c --> amp_c + h_c + lystrna_c + ppi_c	atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c	
rea	METTRS	METTRS	id in bigg(mets different)		atp_c + met__L_c + trnamet_c --> amp_c + h_c + mettrna_c + ppi_c	atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c	
rea	MOCOS	MOCOS	id in bigg(mets different)		MPT_c <=> Moco_c	2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c	
rea	MPTS	MPTS	id in bigg(mets different)		2.0 MCOSH_c + PreZ_c + h2o_c --> 2.0 MCOOH_c + MPT_c + 3.0 h_c	cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c	
rea	OCBT	OCBT	id in bigg(mets different)		cbp_c + orn__L_c <=> citr__L_c + h_c + pi_c	cbp_c + orn_c --> citr__L_c + h_c + pi_c	
rea	ORNTAC	ORNTAC	id in bigg(mets different)		acorn_c + glu__L_c <=> acglu_c + orn__L_c	acorn_c + glu__L_c --> acglu_c + orn_c	
rea	PGMT_B	PGMT_B	id in bigg(mets different)		g6p__B_c <=> g1p__B_c	g6p_B_c --> g1p_B_c	
rea	PHETRS	PHETRS	id in bigg(mets different)		atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c	atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c	
rea	PRAI	PRAI	id in bigg(mets different)		pran_c <=> 2cpr5p_c	pran_h --> 2cpr5p_h	
rea	PRAIS	PRAIS	id in bigg(mets different)		atp_c + fpram_c --> adp_c + air_c + h_c + pi_c	atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c	
rea	PRAMPC	PRAMPC	id in bigg(mets different)		h2o_c + h_c + prbamp_c --> prfp_c	h2o_c + prbamp_c --> prfp_c	
rea	PRFGS	PRFGS	id in bigg(mets different)		atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c	atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c	
rea	PROTRS	PROTRS	id in bigg(mets different)		atp_c + pro__L_c + trnapro_c --> amp_c + h_c + ppi_c + protrna_c	atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c	
rea	PSUDS	PSUDS	id in bigg(mets different)		r5p_c + ura_c --> h2o_c + psd5p_c	2.0 h_c + r5p_c + ura_c --> h2o_c + psd5p_c	
rea	PYDXK	PYDXK	id in bigg(mets different)		atp_c + pydx_c --> adp_c + 2.0 h_c + pydx5p_c	atp_c + pydx_c --> adp_c + h_c + pydx5p_c	
rea	PYDXPP	PYDXPP	id in bigg(mets different)		h2o_c + h_c + pydx5p_c --> pi_c + pydx_c	h2o_c + pydx5p_c --> pi_c + pydx_c	
rea	PYROX	PYROX	id in bigg(mets different)		h_c + o2_c + pi_c + pyr_c --> actp_c + co2_c + h2o2_c	h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c	
rea	SERTRS	SERTRS	id in bigg(mets different)		atp_c + ser__L_c + trnaser_c --> amp_c + h_c + ppi_c + sertrna_c	atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c	
rea	TDPDRR	TDPDRR	id in bigg(mets different)		dtdp6dm_c + nadp_c <=> dtdp4d6dm_c + h_c + nadph_c	dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c	
rea	TDPGDH	TDPGDH	id in bigg(mets different)		dtdpglc_c --> dtdp4d6dg_c + h2o_c	dtdpglu_c --> dtdp4d6dg_c + h2o_c	
rea	THRTRS	THRTRS	id in bigg(mets different)		atp_c + thr__L_c + trnathr_c --> amp_c + h_c + ppi_c + thrtrna_c	atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c	
rea	TRPTRS	TRPTRS	id in bigg(mets different)		atp_c + trnatrp_c + trp__L_c --> amp_c + h_c + ppi_c + trptrna_c	atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c	
