type	id_in_tp	id_in_bigg	descripation	old_bigg_ids	feature_tp	feature_bigg	notes
rea	ACOTA	ACOTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ACTD	ACTD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ACTNdiff	ACTNdiff	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ACt2r	ACt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ADADir	ADADir	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ADEt2	ADEt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ADK1	ADK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ADK2	ADK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ADPTA	ADPTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	AGPR	AGPR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	AHSERL2	AHSERL2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	AICART	AICART	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	AKGt2r	AKGt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ALAALAr	ALAALAr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ALAR	ALAR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ALATA_L	ALATA_L	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ALCD19	ALCD19	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ALCD2x	ALCD2x	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	APATi	APATi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ARAT	ARAT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ARGORNt3	ARGORNt3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ARGSL	ARGSL	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASAD	ASAD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASPK	ASPK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASPR	ASPR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASPTA	ASPTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASPTA2	ASPTA2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ASPTA4	ASPTA4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ATPS3r	ATPS3r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	BIOMASS_LLA_noATPnoH	BIOMASS_LLA_noATPnoH	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	BTDD_RR	BTDD_RR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	BTDt_RR	BTDt_RR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	BZALt	BZALt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CARORSr	CARORSr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CH4St	CH4St	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CITt2r	CITt2r	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	CITt3	CITt3	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	CLPNS_LLA	CLPNS_LLA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CO2t	CO2t	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CPSS_LLA	CPSS_LLA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CYTB_B2	CYTB_B2	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	CYTK1	CYTK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	CYTK2	CYTK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DADK	DADK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DALAt2r	DALAt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DAPE	DAPE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DASYN_LLA	DASYN_LLA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHAt	DHAt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHFR	DHFR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHORD6	DHORD6	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	DHORDi	DHORDi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHORTS	DHORTS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DHQTi	DHQTi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DIACTt	DIACTt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DSERt2	DSERt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DTMPK	DTMPK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	DURIPP	DURIPP	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ENO	ENO	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ETOHt	ETOHt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_4abz_e	EX_4abz_e	id in bigg(bounds different)		(-0.00999, 1000.0)	(0.0, 1000.0)	
rea	EX_ac_e	EX_ac_e	id in bigg(bounds different)		(0.83, 1.92)	(0.0, 1000.0)	
rea	EX_ade_e	EX_ade_e	id in bigg(bounds different)		(-0.01014, 1000.0)	(0.0, 1000.0)	
rea	EX_ala__L_e	EX_ala__L_e	id in bigg(bounds different)		(-0.04, 0.0)	(0.0, 1000.0)	
rea	EX_arg__L_e	EX_arg__L_e	id in bigg(bounds different)		(-0.02, -0.01)	(0.0, 1000.0)	
rea	EX_asp__L_e	EX_asp__L_e	id in bigg(bounds different)		(-0.01, 0.05)	(0.0, 1000.0)	
rea	EX_co2_e	EX_co2_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_cys__L_e	EX_cys__L_e	id in bigg(bounds different)		(-0.02, 0.0)	(0.0, 1000.0)	
rea	EX_etoh_e	EX_etoh_e	id in bigg(bounds different)		(0.44, 1.02)	(0.0, 1000.0)	
rea	EX_fe2_e	EX_fe2_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_fe3_e	EX_fe3_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_for_e	EX_for_e	id in bigg(bounds different)		(1.71, 3.94)	(0.0, 1000.0)	
rea	EX_glc__D_e	EX_glc__D_e	id in bigg(bounds different)		(-2.12, -0.92)	(0.0, 1000.0)	
rea	EX_glu__L_e	EX_glu__L_e	id in bigg(bounds different)		(-0.05, -0.01)	(0.0, 1000.0)	
rea	EX_gly_e	EX_gly_e	id in bigg(bounds different)		(-0.04, 0.0)	(0.0, 1000.0)	
rea	EX_gua_e	EX_gua_e	id in bigg(bounds different)		(-0.00906, 1000.0)	(0.0, 1000.0)	
rea	EX_h2o_e	EX_h2o_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_h_e	EX_h_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_his__L_e	EX_his__L_e	id in bigg(bounds different)		(-0.01, 0.0)	(0.0, 1000.0)	
rea	EX_ile__L_e	EX_ile__L_e	id in bigg(bounds different)		(-0.05, -0.01)	(0.0, 1000.0)	
rea	EX_ins_e	EX_ins_e	id in bigg(bounds different)		(-0.00255, 1000.0)	(0.0, 1000.0)	
rea	EX_lac__L_e	EX_lac__L_e	id in bigg(bounds different)		(0.4, 0.92)	(0.0, 1000.0)	
rea	EX_leu__L_e	EX_leu__L_e	id in bigg(bounds different)		(-0.06, -0.01)	(0.0, 1000.0)	
rea	EX_lys__L_e	EX_lys__L_e	id in bigg(bounds different)		(-0.04, 0.0)	(0.0, 1000.0)	
rea	EX_met__L_e	EX_met__L_e	id in bigg(bounds different)		(-0.01, 0.0)	(0.0, 1000.0)	
rea	EX_mn2_e	EX_mn2_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_nac_e	EX_nac_e	id in bigg(bounds different)		(-0.00111, 1000.0)	(0.0, 1000.0)	
rea	EX_nh4_e	EX_nh4_e	id in bigg(bounds different)		(-0.59, 0.44)	(0.0, 1000.0)	
rea	EX_orn__L_e	EX_orn__L_e	id in bigg(bounds different)		(0.0, 0.01)	(0.0, 1000.0)	
rea	EX_orot_e	EX_orot_e	id in bigg(bounds different)		(-0.00439, 1000.0)	(0.0, 1000.0)	
rea	EX_phe__L_e	EX_phe__L_e	id in bigg(bounds different)		(-0.02, 0.01)	(0.0, 1000.0)	
rea	EX_pi_e	EX_pi_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	EX_pnto__R_e	EX_pnto__R_e	id in bigg(bounds different)		(-0.00062, 1000.0)	(0.0, 1000.0)	
rea	EX_pro__L_e	EX_pro__L_e	id in bigg(bounds different)		(0.03, 0.44)	(0.0, 1000.0)	
rea	EX_ribflv_e	EX_ribflv_e	id in bigg(bounds different)		(-0.00036, 1000.0)	(0.0, 1000.0)	
rea	EX_ser__L_e	EX_ser__L_e	id in bigg(bounds different)		(-0.11, -0.04)	(0.0, 1000.0)	
rea	EX_thm_e	EX_thm_e	id in bigg(bounds different)		(-0.00041, 1000.0)	(0.0, 1000.0)	
rea	EX_thr__L_e	EX_thr__L_e	id in bigg(bounds different)		(-0.06, -0.02)	(0.0, 1000.0)	
rea	EX_thymd_e	EX_thymd_e	id in bigg(bounds different)		(-0.00283, 1000.0)	(0.0, 1000.0)	
rea	EX_trp__L_e	EX_trp__L_e	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	EX_tyr__L_e	EX_tyr__L_e	id in bigg(bounds different)		(0.0, 0.01)	(0.0, 1000.0)	
rea	EX_ura_e	EX_ura_e	id in bigg(bounds different)		(-0.01222, 1000.0)	(0.0, 1000.0)	
rea	EX_val__L_e	EX_val__L_e	id in bigg(bounds different)		(-0.05, -0.01)	(0.0, 1000.0)	
rea	EX_xan_e	EX_xan_e	id in bigg(bounds different)		(-0.00901, 1000.0)	(0.0, 1000.0)	
rea	EX_zn2_e	EX_zn2_e	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FABM	FABM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FABM1	FABM1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FABM2	FABM2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FBA	FBA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FOLR2	FOLR2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FOLt	FOLt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FORt2	FORt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	FRDx	FRDx	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G3PD	G3PD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G3PD1ir	G3PD1ir	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G3PD2	G3PD2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G3PD4	G3PD4	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	G5SADs	G5SADs	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G6PDH2r	G6PDH2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	G6PI	G6PI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GALM	GALM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GALT	GALT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GALUi	GALUi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GAPD	GAPD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GARFT	GARFT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GCALDt	GCALDt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GHMT2r	GHMT2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GK1	GK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GK2	GK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLCNt2ir	GLCNt2ir	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLUABUTt7	GLUABUTt7	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLUR	GLUR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GLYCt	GLYCt	id in bigg(bounds different)		(-1000.0, 0.0)	(0.0, 1000.0)	
rea	GTHOr	GTHOr	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	GTHPi	GTHPi	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	GUI1	GUI1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	GUI2	GUI2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	H2Ot	H2Ot	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	H2St1	H2St1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HCO3E	HCO3E	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HMGCOAR	HMGCOAR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HMGCOAS	HMGCOAS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HSDy	HSDy	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	HSERTA	HSERTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ICDHyr	ICDHyr	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	ICHORS	ICHORS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ILETA	ILETA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IMPC	IMPC	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	INSt2	INSt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IPDDI	IPDDI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IPPMIa	IPPMIa	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	IPPMIb	IPPMIb	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	KARA1	KARA1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	KARA2	KARA2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LCTSt	LCTSt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LDH_L	LDH_L	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LEUTA	LEUTA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	LYSt2r	LYSt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	L_LACt2r	L_LACt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	M1PD	M1PD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MAN6PI	MAN6PI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MANAO	MANAO	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MPL	MPL	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MTHFC	MTHFC	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MTHFD	MTHFD	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	MTHFR3	MTHFR3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NADH4	NADH4	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	NADHPO	NADHPO	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	NDPK1	NDPK1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK2	NDPK2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK3	NDPK3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK4	NDPK4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK5	NDPK5	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK6	NDPK6	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK7	NDPK7	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NDPK8	NDPK8	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NH3c	NH3c	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NH4t	NH4t	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NNAM	NNAM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	NOX2	NOX2	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	O2t	O2t	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	OCBT_1	OCBT_1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	OHPBAT	OHPBAT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	OIVD1r	OIVD1r	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	OIVD2	OIVD2	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	OIVD3	OIVD3	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	ORNTAC_1	ORNTAC_1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	OROATP	OROATP	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	ORPT	ORPT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PACALDt	PACALDt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PDH	PDH	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	PEAt	PEAt	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PFL	PFL	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGAMT	PGAMT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGI	PGI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGK	PGK	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGM	PGM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGMT	PGMT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGMT_B	PGMT_B	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PGSA_LLA	PGSA_LLA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PHEt2r	PHEt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PNTOt2	PNTOt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	POR	POR	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PPM	PPM	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PPM2	PPM2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PRAIi	PRAIi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PRASCSi	PRASCSi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PRMICI	PRMICI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PROTS_LLA	PROTS_LLA	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	PROTS_LLA_v2	PROTS_LLA_v2	id in bigg(bounds different)		(0.0, 0.0)	(0.0, 1000.0)	
rea	PRPPS	PRPPS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PSCVT	PSCVT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PTAr	PTAr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PTPATi	PTPATi	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP1	PUNP1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP2	PUNP2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP3	PUNP3	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP4	PUNP4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP5	PUNP5	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP6	PUNP6	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PUNP7	PUNP7	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PYNP2r	PYNP2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PYNP4	PYNP4	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	PYRt2	PYRt2	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RPE	RPE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	RPI	RPI	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	S7PI_1	S7PI_1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SERAT	SERAT	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SERt2r	SERt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SHK3Dr	SHK3Dr	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SUCCt2r	SUCCt2r	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	SUCD1	SUCD1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TDPDRE	TDPDRE	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	TDPDRR_1	TDPDRR_1	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	THFGLUS	THFGLUS	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
rea	THRA	THRA	id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)	
