model	type	id_in_tp	new_id	id_in_bigg	name	formula	charge	metabolites	reactions	bounds	gpr	descripation	old_bigg_ids	feature_tp	feature_bigg	diff	notes	annotation
iBT721	met	glyc_e		glyc_e								id in bigg						
iBT721	met	oaa_c		oaa_c								id in bigg						
iBT721	met	ocdacp_c		ocdacp_c								id in bigg						
iBT721	met	orot_e		orot_e								id in bigg						
iBT721	met	5mtr_c		5mtr_c								id in bigg						
iBT721	met	sertrna_c		sertrna_c								id in bigg						
iBT721	met	prbatp_c		prbatp_c								id in bigg						
iBT721	met	3oxocacp_c		3oxocacp_c								id in bigg						
iBT721	met	acorn_c		acorn_c								id in bigg						
iBT721	met	acgal_e		acgal_e								id in bigg						
iBT721	met	mercppyr_c		mercppyr_c								id in bigg						
iBT721	met	ribflv_c		ribflv_c								id in bigg						
iBT721	met	pyr_e		pyr_e								id in bigg						
iBT721	met	mn2_c		mn2_c								id in bigg						
iBT721	met	3hhacp_c		3hhacp_c								id in bigg						
iBT721	met	his__L_c		his__L_c								id in bigg						
iBT721	met	malacp_c		malacp_c								id in bigg						
iBT721	met	cystrna_c		cystrna_c								id in bigg						
iBT721	met	3hddacp_c		3hddacp_c								id in bigg						
iBT721	met	trnaser_c		trnaser_c								id in bigg						
iBT721	met	fmn_c		fmn_c								id in bigg						
iBT721	met	valtrna_c		valtrna_c								id in bigg						
iBT721	met	al26da_c		al26da_c								id in bigg						
iBT721	met	accoa_c		accoa_c								id in bigg						
iBT721	met	spmd_c		spmd_c								id in bigg						
iBT721	met	trnaleu_c		trnaleu_c								id in bigg						
iBT721	met	gar_c		gar_c								id in bigg						
iBT721	met	3hdeacp_c		3hdeacp_c								id in bigg						
iBT721	met	thfglu_c		thfglu_c								id in bigg						
iBT721	met	dhptd_c		dhptd_c								id in bigg						
iBT721	met	alac__S_c		alac__S_c								id in bigg						
iBT721	met	35cgmp_c		35cgmp_c								id in bigg						
iBT721	met	uama_c		uama_c								id in bigg						
iBT721	met	ncam_c		ncam_c								id in bigg						
iBT721	met	udcp_c		udcp_c								id in bigg						
iBT721	met	ugmd_c		ugmd_c								id in bigg						
iBT721	met	trdox_c		trdox_c								id in bigg						
iBT721	met	asntrna_c		asntrna_c								id in bigg						
iBT721	met	ala__L_c		ala__L_c								id in bigg						
iBT721	met	uacmam_c		uacmam_c								id in bigg						
iBT721	met	glyclt_c		glyclt_c								id in bigg						
iBT721	met	pydx_c		pydx_c								id in bigg						
iBT721	met	pyam5p_c		pyam5p_c								id in bigg						
iBT721	met	pydam_c		pydam_c								id in bigg						
iBT721	met	tartr__L_c		tartr__L_c								id in bigg						
iBT721	met	trnatrp_c		trnatrp_c								id in bigg						
iBT721	met	thmpp_c		thmpp_c								id in bigg						
iBT721	met	octacp_c		octacp_c								id in bigg						
iBT721	met	asn__L_c		asn__L_c								id in bigg						
iBT721	met	2mahmp_c		2mahmp_c								id in bigg						
iBT721	met	pydam_e		pydam_e								id in bigg						
iBT721	met	a_gal__D_c		a_gal__D_c								id in bigg						
iBT721	met	gly_c		gly_c								id in bigg						
iBT721	met	trp__L_c		trp__L_c								id in bigg						
iBT721	met	uri_c		uri_c								id in bigg						
iBT721	met	trnaile_c		trnaile_c								id in bigg						
iBT721	met	e4p_c		e4p_c								id in bigg						
iBT721	met	cytd_c		cytd_c								id in bigg						
iBT721	met	acetone_c		acetone_c								id in bigg						
iBT721	met	ptrc_c		ptrc_c								id in bigg						
iBT721	met	sl2a6o_c		sl2a6o_c								id in bigg						
iBT721	met	gal_c		gal_c								id in bigg						
iBT721	met	glycogen_e		glycogen_e								id in bigg						
iBT721	met	3oxocdacp_c		3oxocdacp_c								id in bigg						
iBT721	met	amet_c		amet_c								id in bigg						
iBT721	met	no3_c		no3_c								id in bigg						
iBT721	met	6pgl_c		6pgl_c								id in bigg						
iBT721	met	udcpdp_c		udcpdp_c								id in bigg						
iBT721	met	34dhpha_c		34dhpha_c								id in bigg						
iBT721	met	5pmev_c		5pmev_c								id in bigg						
iBT721	met	hista_e		hista_e								id in bigg						
iBT721	met	3ophb_c		3ophb_c								id in bigg						
iBT721	met	val__L_e		val__L_e								id in bigg						
iBT721	met	dtdp6dm_c		dtdp6dm_c								id in bigg						
iBT721	met	glntrna_c		glntrna_c								id in bigg						
iBT721	met	akg_c		akg_c								id in bigg						
iBT721	met	achms_c		achms_c								id in bigg						
iBT721	met	g3pg_c		g3pg_c								id in bigg						
iBT721	met	gtp_c		gtp_c								id in bigg						
iBT721	met	phe__L_c		phe__L_c								id in bigg						
iBT721	met	pi_e		pi_e								id in bigg						
iBT721	met	pydx5p_c		pydx5p_c								id in bigg						
iBT721	met	rbt_c		rbt_c								id in bigg						
iBT721	met	trnapro_c		trnapro_c								id in bigg						
iBT721	met	tyr__L_c		tyr__L_c								id in bigg						
iBT721	met	sbt6p_c		sbt6p_c								id in bigg						
iBT721	met	rml_c		rml_c								id in bigg						
iBT721	met	btn_e		btn_e								id in bigg						
iBT721	met	thm_c		thm_c								id in bigg						
iBT721	met	glyb_c		glyb_c								id in bigg						
iBT721	met	dimp_c		dimp_c								id in bigg						
iBT721	met	sbt__L_c		sbt__L_c								id in bigg						
iBT721	met	ribflv_e		ribflv_e								id in bigg						
iBT721	met	histrna_c		histrna_c								id in bigg						
iBT721	met	nh3_c		nh3_c								id in bigg						
iBT721	met	3hocacp_c		3hocacp_c								id in bigg						
iBT721	met	2dr5p_c		2dr5p_c								id in bigg						
iBT721	met	ahdt_c		ahdt_c								id in bigg						
iBT721	met	imacp_c		imacp_c								id in bigg						
iBT721	met	lcts_c		lcts_c								id in bigg						
iBT721	met	adn_c		adn_c								id in bigg						
iBT721	met	frdp_c		frdp_c								id in bigg						
iBT721	met	suc6p_c		suc6p_c								id in bigg						
iBT721	met	2p4c2me_c		2p4c2me_c								id in bigg						
iBT721	met	dgtp_c		dgtp_c								id in bigg						
iBT721	met	fmet_c		fmet_c								id in bigg						
iBT721	met	acmalt_c		acmalt_c								id in bigg						
iBT721	met	2tddacp_c		2tddacp_c								id in bigg						
iBT721	met	ade_c		ade_c								id in bigg						
iBT721	met	g3pc_c		g3pc_c								id in bigg						
iBT721	met	na1_e		na1_e								id in bigg						
iBT721	met	f6p_c		f6p_c								id in bigg						
iBT721	met	ac_c		ac_c								id in bigg						
iBT721	met	glu__D_c		glu__D_c								id in bigg						
iBT721	met	dcyt_e		dcyt_e								id in bigg						
iBT721	met	sucr_e		sucr_e								id in bigg						
iBT721	met	xmp_c		xmp_c								id in bigg						
iBT721	met	5odhf2a_c		5odhf2a_c								id in bigg						
iBT721	met	idp_c		idp_c								id in bigg						
iBT721	met	acnam_c		acnam_c								id in bigg						
iBT721	met	datp_c		datp_c								id in bigg						
iBT721	met	dxyl5p_c		dxyl5p_c								id in bigg						
iBT721	met	4abz_e		4abz_e								id in bigg						
iBT721	met	3mbal_c		3mbal_c								id in bigg						
iBT721	met	h2o_c		h2o_c								id in bigg						
iBT721	met	trnaval_c		trnaval_c								id in bigg						
iBT721	met	malcoa_c		malcoa_c								id in bigg						
iBT721	met	4h2oxg_c		4h2oxg_c								id in bigg						
iBT721	met	glyald_c		glyald_c								id in bigg						
iBT721	met	ala__D_c		ala__D_c								id in bigg						
iBT721	met	pea_e		pea_e								id in bigg						
iBT721	met	etoh_e		etoh_e								id in bigg						
iBT721	met	pser__L_c		pser__L_c								id in bigg						
iBT721	met	g1p_c		g1p_c								id in bigg						
iBT721	met	asptrna_c		asptrna_c								id in bigg						
iBT721	met	rib__D_c		rib__D_c								id in bigg						
iBT721	met	mn2_e		mn2_e								id in bigg						
iBT721	met	gly_e		gly_e								id in bigg						
iBT721	met	glc__D_e		glc__D_e								id in bigg						
iBT721	met	coa_c		coa_c								id in bigg						
iBT721	met	2theacp_c		2theacp_c								id in bigg						
iBT721	met	chol_c		chol_c								id in bigg						
iBT721	met	nh4_e		nh4_e								id in bigg						
iBT721	met	3hppnl_c		3hppnl_c								id in bigg						
iBT721	met	3mbal_e		3mbal_e								id in bigg						
iBT721	met	2tocdacp_c		2tocdacp_c								id in bigg						
iBT721	met	gmp_c		gmp_c								id in bigg						
iBT721	met	glucys_c		glucys_c								id in bigg						
iBT721	met	dhf_c		dhf_c								id in bigg						
iBT721	met	leu__L_e		leu__L_e								id in bigg						
iBT721	met	dtdp_c		dtdp_c								id in bigg						
iBT721	met	1pyr5c_c		1pyr5c_c								id in bigg						
iBT721	met	adpglc_c		adpglc_c								id in bigg						
iBT721	met	mal__L_e		mal__L_e								id in bigg						
iBT721	met	citr__L_c		citr__L_c								id in bigg						
iBT721	met	thf_c		thf_c								id in bigg						
iBT721	met	unaga_c		unaga_c								id in bigg						
iBT721	met	xtsn_c		xtsn_c								id in bigg						
iBT721	met	r5p_c		r5p_c								id in bigg						
iBT721	met	unagama_c		unagama_c								id in bigg						
iBT721	met	dudp_c		dudp_c								id in bigg						
iBT721	met	cit_e		cit_e								id in bigg						
iBT721	met	sucr_c		sucr_c								id in bigg						
iBT721	met	2ttdeacp_c		2ttdeacp_c								id in bigg						
iBT721	met	3hpaacp_c		3hpaacp_c								id in bigg						
iBT721	met	g3pe_c		g3pe_c								id in bigg						
iBT721	met	fuc__L_e		fuc__L_e								id in bigg						
iBT721	met	6pgg_c		6pgg_c								id in bigg						
iBT721	met	dtdpglc_c		dtdpglc_c								id in bigg						
iBT721	met	drib_c		drib_c								id in bigg						
iBT721	met	ser__D_c		ser__D_c								id in bigg						
iBT721	met	glcn__D_e		glcn__D_e								id in bigg						
iBT721	met	cdp_c		cdp_c								id in bigg						
iBT721	met	pi_c		pi_c								id in bigg						
iBT721	met	2ins_c		2ins_c								id in bigg						
iBT721	met	actn__R_c		actn__R_c								id in bigg						
iBT721	met	glc__D_c		glc__D_c								id in bigg						
iBT721	met	acg5p_c		acg5p_c								id in bigg						
iBT721	met	o2_c		o2_c								id in bigg						
iBT721	met	pap_c		pap_c								id in bigg						
iBT721	met	pacald_c		pacald_c								id in bigg						
iBT721	met	2cpr5p_c		2cpr5p_c								id in bigg						
iBT721	met	arg__L_e		arg__L_e								id in bigg						
iBT721	met	orot5p_c		orot5p_c								id in bigg						
iBT721	met	nac_e		nac_e								id in bigg						
iBT721	met	hista_c		hista_c								id in bigg						
iBT721	met	utp_c		utp_c								id in bigg						
iBT721	met	dump_c		dump_c								id in bigg						
iBT721	met	orn__L_c		orn__L_c								id in bigg						
iBT721	met	damp_c		damp_c								id in bigg						
iBT721	met	actp_c		actp_c								id in bigg						
iBT721	met	gdptp_c		gdptp_c								id in bigg						
iBT721	met	glu__L_c		glu__L_c								id in bigg						
iBT721	met	dttp_c		dttp_c								id in bigg						
iBT721	met	fru_e		fru_e								id in bigg						
iBT721	met	so4_e		so4_e								id in bigg						
iBT721	met	fol_c		fol_c								id in bigg						
iBT721	met	asp__L_e		asp__L_e								id in bigg						
iBT721	met	acald_c		acald_c								id in bigg						
iBT721	met	g3pi_c		g3pi_c								id in bigg						
iBT721	met	bzal_e		bzal_e								id in bigg						
iBT721	met	phenol_c		phenol_c								id in bigg						
iBT721	met	co2_e		co2_e								id in bigg						
iBT721	met	glyc_c		glyc_c								id in bigg						
iBT721	met	phom_c		phom_c								id in bigg						
iBT721	met	rmn_c		rmn_c								id in bigg						
iBT721	met	13ppd_c		13ppd_c								id in bigg						
iBT721	met	mal__L_c		mal__L_c								id in bigg						
iBT721	met	fad_c		fad_c								id in bigg						
iBT721	met	acser_c		acser_c								id in bigg						
iBT721	met	dcamp_c		dcamp_c								id in bigg						
iBT721	met	methf_c		methf_c								id in bigg						
iBT721	met	mlthf_c		mlthf_c								id in bigg						
iBT721	met	glu5p_c		glu5p_c								id in bigg						
iBT721	met	pyr_c		pyr_c								id in bigg						
iBT721	met	4c2me_c		4c2me_c								id in bigg						
iBT721	met	mi1p__D_c		mi1p__D_c								id in bigg						
iBT721	met	glutrna_c		glutrna_c								id in bigg						
iBT721	met	prfp_c		prfp_c								id in bigg						
iBT721	met	2chdeacp_c		2chdeacp_c								id in bigg						
iBT721	met	o2_e		o2_e								id in bigg						
iBT721	met	2aeppn_c		2aeppn_c								id in bigg						
iBT721	met	3php_c		3php_c								id in bigg						
iBT721	met	pacald_e		pacald_e								id in bigg						
iBT721	met	trnaasn_c		trnaasn_c								id in bigg						
iBT721	met	3oxhacp_c		3oxhacp_c								id in bigg						
iBT721	met	hom__L_c		hom__L_c								id in bigg						
iBT721	met	glycogen_c		glycogen_c								id in bigg						
iBT721	met	mqn7_c		mqn7_c								id in bigg						
iBT721	met	dpcoa_c		dpcoa_c								id in bigg						
iBT721	met	nadph_c		nadph_c								id in bigg						
iBT721	met	3psme_c		3psme_c								id in bigg						
iBT721	met	ac_e		ac_e								id in bigg						
iBT721	met	3oxdeacp_c		3oxdeacp_c								id in bigg						
iBT721	met	protrna_c		protrna_c								id in bigg						
iBT721	met	h_c		h_c								id in bigg						
iBT721	met	trnaasp_c		trnaasp_c								id in bigg						
iBT721	met	ade_e		ade_e								id in bigg						
iBT721	met	4ampm_c		4ampm_c								id in bigg						
iBT721	met	5aizc_c		5aizc_c								id in bigg						
iBT721	met	oxa_c		oxa_c								id in bigg						
iBT721	met	4pasp_c		4pasp_c								id in bigg						
iBT721	met	2dda7p_c		2dda7p_c								id in bigg						
iBT721	met	pphn_c		pphn_c								id in bigg						
iBT721	met	thm_e		thm_e								id in bigg						
iBT721	met	5mta_c		5mta_c								id in bigg						
iBT721	met	hmfurn_c		hmfurn_c								id in bigg						
iBT721	met	ins_e		ins_e								id in bigg						
iBT721	met	amp_c		amp_c								id in bigg						
iBT721	met	rbl__L_c		rbl__L_c								id in bigg						
iBT721	met	cit_c		cit_c								id in bigg						
iBT721	met	dhor__S_c		dhor__S_c								id in bigg						
iBT721	met	imp_c		imp_c								id in bigg						
iBT721	met	camp_c		camp_c								id in bigg						
iBT721	met	25aics_c		25aics_c								id in bigg						
iBT721	met	2dhp_c		2dhp_c								id in bigg						
iBT721	met	acamoxm_c		acamoxm_c								id in bigg						
iBT721	met	4hphac_c		4hphac_c								id in bigg						
iBT721	met	hxan_e		hxan_e								id in bigg						
iBT721	met	dutp_c		dutp_c								id in bigg						
iBT721	met	lald__L_c		lald__L_c								id in bigg						
iBT721	met	gdp_c		gdp_c								id in bigg						
iBT721	met	2mop_c		2mop_c								id in bigg						
iBT721	met	pnto__R_e		pnto__R_e								id in bigg						
iBT721	met	2ahhmp_c		2ahhmp_c								id in bigg						
iBT721	met	pydxn_e		pydxn_e								id in bigg						
iBT721	met	sbt__D_e		sbt__D_e								id in bigg						
iBT721	met	rib__D_e		rib__D_e								id in bigg						
iBT721	met	anth_c		anth_c								id in bigg						
iBT721	met	f1p_c		f1p_c								id in bigg						
iBT721	met	glytrna_c		glytrna_c								id in bigg						
iBT721	met	3mob_c		3mob_c								id in bigg						
iBT721	met	pram_c		pram_c								id in bigg						
iBT721	met	trnaarg_c		trnaarg_c								id in bigg						
iBT721	met	4ahmmp_c		4ahmmp_c								id in bigg						
iBT721	met	dgmp_c		dgmp_c								id in bigg						
iBT721	met	3htdacp_c		3htdacp_c								id in bigg						
iBT721	met	grdp_c		grdp_c								id in bigg						
iBT721	met	ru5p__D_c		ru5p__D_c								id in bigg						
iBT721	met	cdprbtl_c		cdprbtl_c								id in bigg						
iBT721	met	13dpg_c		13dpg_c								id in bigg						
iBT721	met	aaacp_c		aaacp_c								id in bigg						
iBT721	met	asp__D_c		asp__D_c								id in bigg						
iBT721	met	itp_c		itp_c								id in bigg						
iBT721	met	raffin_c		raffin_c								id in bigg						
iBT721	met	4adcho_c		4adcho_c								id in bigg						
iBT721	met	tdeacp_c		tdeacp_c								id in bigg						
iBT721	met	nadh_c		nadh_c								id in bigg						
iBT721	met	drib_e		drib_e								id in bigg						
iBT721	met	gthrd_c		gthrd_c								id in bigg						
iBT721	met	dtmp_c		dtmp_c								id in bigg						
iBT721	met	mettrna_c		mettrna_c								id in bigg						
iBT721	met	gln__L_c		gln__L_c								id in bigg						
iBT721	met	3oxhdacp_c		3oxhdacp_c								id in bigg						
iBT721	met	phe__L_e		phe__L_e								id in bigg						
iBT721	met	5mthf_c		5mthf_c								id in bigg						
iBT721	met	ala__L_e		ala__L_e								id in bigg						
iBT721	met	no2_e		no2_e								id in bigg						
iBT721	met	pran_c		pran_c								id in bigg						
iBT721	met	cys__L_e		cys__L_e								id in bigg						
iBT721	met	dgdp_c		dgdp_c								id in bigg						
iBT721	met	rhcys_c		rhcys_c								id in bigg						
iBT721	met	cdpglyc_c		cdpglyc_c								id in bigg						
iBT721	met	2thdeacp_c		2thdeacp_c								id in bigg						
iBT721	met	3hocdacp_c		3hocdacp_c								id in bigg						
iBT721	met	dnad_c		dnad_c								id in bigg						
iBT721	met	dmpp_c		dmpp_c								id in bigg						
iBT721	met	trdrd_c		trdrd_c								id in bigg						
iBT721	met	35cimp_c		35cimp_c								id in bigg						
iBT721	met	4ppcys_c		4ppcys_c								id in bigg						
iBT721	met	3mop_c		3mop_c								id in bigg						
iBT721	met	prpp_c		prpp_c								id in bigg						
iBT721	met	mnl1p_c		mnl1p_c								id in bigg						
iBT721	met	ins_c		ins_c								id in bigg						
iBT721	met	trnatyr_c		trnatyr_c								id in bigg						
iBT721	met	trnaglu_c		trnaglu_c								id in bigg						
iBT721	met	galt_e		galt_e								id in bigg						
iBT721	met	fprica_c		fprica_c								id in bigg						
iBT721	met	atp_c		atp_c								id in bigg						
iBT721	met	4hglu_c		4hglu_c								id in bigg						
iBT721	met	ptrc_e		ptrc_e								id in bigg						
iBT721	met	ump_c		ump_c								id in bigg						
iBT721	met	indpyr_c		indpyr_c								id in bigg						
iBT721	met	acmana_c		acmana_c								id in bigg						
iBT721	met	lys__L_e		lys__L_e								id in bigg						
iBT721	met	man6p_c		man6p_c								id in bigg						
iBT721	met	psd5p_c		psd5p_c								id in bigg						
iBT721	met	adprib_c		adprib_c								id in bigg						
iBT721	met	udp_c		udp_c								id in bigg						
iBT721	met	4abut_c		4abut_c								id in bigg						
iBT721	met	cmp_c		cmp_c								id in bigg						
iBT721	met	arg__L_c		arg__L_c								id in bigg						
iBT721	met	trnahis_c		trnahis_c								id in bigg						
iBT721	met	lac__D_c		lac__D_c								id in bigg						
iBT721	met	3dhsk_c		3dhsk_c								id in bigg						
iBT721	met	trnaala_c		trnaala_c								id in bigg						
iBT721	met	2toceacp_c		2toceacp_c								id in bigg						
iBT721	met	din_c		din_c								id in bigg						
iBT721	met	asn__L_e		asn__L_e								id in bigg						
iBT721	met	skm5p_c		skm5p_c								id in bigg						
iBT721	met	asp__L_c		asp__L_c								id in bigg						
iBT721	met	acgam1p_c		acgam1p_c								id in bigg						
iBT721	met	4abz_c		4abz_c								id in bigg						
iBT721	met	mnl_c		mnl_c								id in bigg						
iBT721	met	3pg_c		3pg_c								id in bigg						
iBT721	met	gcald_c		gcald_c								id in bigg						
iBT721	met	csn_c		csn_c								id in bigg						
iBT721	met	lys__L_c		lys__L_c								id in bigg						
iBT721	met	gua_e		gua_e								id in bigg						
iBT721	met	2oph_c		2oph_c								id in bigg						
iBT721	met	acmanap_c		acmanap_c								id in bigg						
iBT721	met	acgam6p_c		acgam6p_c								id in bigg						
iBT721	met	acgam_e		acgam_e								id in bigg						
iBT721	met	rml1p_c		rml1p_c								id in bigg						
iBT721	met	23dhdp_c		23dhdp_c								id in bigg						
iBT721	met	no2_c		no2_c								id in bigg						
iBT721	met	ddeacp_c		ddeacp_c								id in bigg						
iBT721	met	gal1p_c		gal1p_c								id in bigg						
iBT721	met	btn_c		btn_c								id in bigg						
iBT721	met	r1p_c		r1p_c								id in bigg						
iBT721	met	leu__L_c		leu__L_c								id in bigg						
iBT721	met	aacoa_c		aacoa_c								id in bigg						
iBT721	met	dctp_c		dctp_c								id in bigg						
iBT721	met	udcpp_c		udcpp_c								id in bigg						
iBT721	met	glyb_e		glyb_e								id in bigg						
iBT721	met	diact_c		diact_c								id in bigg						
iBT721	met	gam6p_c		gam6p_c								id in bigg						
iBT721	met	3oxddacp_c		3oxddacp_c								id in bigg						
iBT721	met	trp__L_e		trp__L_e								id in bigg						
iBT721	met	acmama_c		acmama_c								id in bigg						
iBT721	met	hxan_c		hxan_c								id in bigg						
iBT721	met	met__L_c		met__L_c								id in bigg						
iBT721	met	ura_e		ura_e								id in bigg						
iBT721	met	2ahhmd_c		2ahhmd_c								id in bigg						
iBT721	met	glu5sa_c		glu5sa_c								id in bigg						
iBT721	met	glu__L_e		glu__L_e								id in bigg						
iBT721	met	g3ps_c		g3ps_c								id in bigg						
iBT721	met	succ_e		succ_e								id in bigg						
iBT721	met	fol_e		fol_e								id in bigg						
iBT721	met	arab__L_e		arab__L_e								id in bigg						
iBT721	met	cellb_e		cellb_e								id in bigg						
iBT721	met	man1p_c		man1p_c								id in bigg						
